StartDate,EndDate,Progress,Duration_sec,Finished,RecordedDate,ResponseId,lat,long,distn,lang,USCit,Adult18,SA_accuse,SA_victim,LEO_you,LEO_family,Felon,MTurkID,VictimThinkKelly,TimeAttack,KellyPunchOut,KellyTimeDrive,InitialVerdict,InitialChances,InitialHighChances,InitialLowChances,SecondaryVerdict,SecondaryChances,SecondaryHighChances,SecondaryLowChances,UnderstoodEvidence,RMPEstimate,FrameEstimate,ErrorEstimate,Age,Gender,Educ,Income,MathStat,ConclusionsData,AbilityEvidence,NativeEnglish,CrimeVictim,Juror,SupportDP,KnowSciMeth,KnowForSci,PoliticalSpectrum,PoliticalParty,PoliticalParty2,ConfirmSubmit,mTurkCode,TreatmentGroup,EvidenceType,Strength,DefenseFallacy,FactorsAnalyst,Greater50Kelly,Implicates,KellyCouldveLeftEvid,KellyMoreLikely,NotOnlyKelly,ProsecuteFallacy,RMP,RMPTimesKelly,AgeGroup,CensusEdCat,IncomeFctr
7/20/17 16:39,7/20/17 16:57,100,1054,TRUE,7/20/17 16:57,R_3kjnbSHP82EWQT3,35.22979736,-81.24279785,anonymous,EN,Yes,Yes,No,No,No,No,No,A16UAN46CNIRHY,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 1 million that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 10 million that he is guilty,"About 1 chance in 100,000 that he is guilty",Impossible that he is guilty,"
	I understood completely
	7
","1 chance in 10,000",1 chance in 1 million,"1 chance in 1,000",43,Female,Graduated from community college,"$20-$40,000","High school courses,A college course in statistics",Extremely Confident,Extremely Confident,Yes,No,No,Yes,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,16764,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 16:52,7/20/17 17:02,100,640,TRUE,7/20/17 17:02,R_2dMGhif7K6arlWh,35.14450073,-106.6446991,anonymous,EN,Yes,Yes,No,No,No,No,No,ADQ5G2XTCJBVY,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 10 that he is guilty,Impossible that he is guilty,Not Guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 10 that he is guilty,Impossible that he is guilty,6,1 chance in 1 million,1 chance in 10 million,1 chance in 1 million,33,Female,Graduated from a four year college or university,"$20-$40,000","High school courses,A college course in statistics",&nbsp;,Moderately Confident,Yes,No,No,Yes,Somewhat knowledgeable,&nbsp;,Very Liberal,Democrat,NA,NA,20572,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$20,000 to $40,000"
7/20/17 17:03,7/20/17 17:18,100,913,TRUE,7/20/17 17:18,R_3npKngWYg3908Wc,13.08329773,80.28329468,anonymous,EN,Yes,Yes,No,No,Yes,No,No,ABSQA6SQDB3E5,No,00:30:00,00:15:00,30 minutes,Guilty,Certain to be guilty,"About 9,999,999 chances in 10 million that he is guilty","About 9,999,999 chances in 10 million that he is guilty",Guilty,"About 9,999,999 chances in 10 million that he is guilty","About 999,999 chances in 1 million that he is guilty",Impossible that he is guilty,6,"1 chance in 10,000",1 chance in 100,"1 chance in 1,000",26,Male,Some graduate courses,"$40-$60,000",A college course in calculus,&nbsp;,Extremely Confident,Yes,Yes,Yes,No,&nbsp;,Extremely knowledgeable,Very Conservative,Republican,NA,NA,55960,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(24,34]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 17:16,7/20/17 17:35,100,1105,TRUE,7/20/17 17:35,R_27ImLYvINhyQSQu,40.80220032,-73.95240021,anonymous,EN,Yes,Yes,No,No,No,Yes,No,ADKKDK6P4MS1Z,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",One chance in 2 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,About 1 chance in 100 that he is guilty,6,1 chance in 10,1 chance in 100,1 chance in 100,37,Male,Graduated from high school/ Received GED,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,Not knowledgeable,Not knowledgeable,&nbsp;,Democrat,NA,NA,54312,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(34,44]",High school graduate,"$20,000 to $40,000"
7/20/17 17:20,7/20/17 17:35,100,934,TRUE,7/20/17 17:35,R_2v16j7kbLOmUQuM,42.77049255,-83.74669647,anonymous,EN,Yes,Yes,No,No,No,No,No,A10DEO061A6L3O,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 10 that he is guilty,About 1 chance in 1 million that he is guilty,Not Guilty,About 1 chance in 10 that he is guilty,About 99 chances in 100 that he is guilty,"About 1 chance in 100,000 that he is guilty",5,1 chance in 100,"1 chance in 10,000",1 chance in 100,41,Male,Graduated from a four year college or university,"$20-$40,000","A college course in statistics,A college course in logic or inference",&nbsp;,&nbsp;,Yes,No,No,Yes,Somewhat knowledgeable,&nbsp;,&nbsp;,Republican,NA,NA,61948,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(34,44]",Bachelor's degree,"$20,000 to $40,000"
7/20/17 17:45,7/20/17 18:09,100,1400,TRUE,7/20/17 18:09,R_1dElfO0JUS4mOzN,40.55160522,-74.46369934,anonymous,EN,Yes,Yes,No,No,No,No,No,A6U5ZHN5Y953Q,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,"About 999 chances in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,About 1 chance in 100 that he is guilty,6,1 chance in 100,"1 chance in 100,000",1 chance in 100,41,Male,Graduated from community college,"$20-$40,000","High school courses,A college course in statistics",&nbsp;,&nbsp;,Yes,No,No,Yes,Somewhat knowledgeable,&nbsp;,Moderate,None,NA,NA,55864,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(34,44]",Some college or associate degree,"$20,000 to $40,000"
7/20/17 18:02,7/20/17 18:15,100,785,TRUE,7/20/17 18:15,R_ApNXttumQDmvLkR,40.01119995,-76.25140381,anonymous,EN,Yes,Yes,No,No,No,No,No,A3PGUPNMOU5BPW,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 10 that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,"About 1 chance in 1,000 that he is guilty",5,1 chance in 100,1 chance in 10,1 chance in 100,26,Male,NA,"$40-$60,000",High school courses,Moderately Confident,Moderately Confident,Yes,No,No,No,Somewhat knowledgeable,&nbsp;,&nbsp;,Democrat,NA,NA,65599,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(24,34]",NA,"$40,000 to $100,000"
7/20/17 18:21,7/20/17 18:32,100,658,TRUE,7/20/17 18:32,R_3kNRjoG8fs9vO6q,36.11000061,-115.2117996,anonymous,EN,Yes,Yes,No,No,No,No,No,A127F80LLYOQ22,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 100 that he is guilty,Impossible that he is guilty,Not Guilty,About 1 chance in 10 million that he is guilty,About 1 chance in 10 that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
",1 chance in 100,"1 chance in 10,000",1 chance in 10,51,Female,Some college courses,"$40-$60,000","High school courses,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,Moderate,Libertarian,NA,NA,98156,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(44,54]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 18:42,7/20/17 18:55,100,826,TRUE,7/20/17 18:56,R_2thSfk1zQDdtGOR,46.40910339,-84.35369873,anonymous,EN,Yes,Yes,No,No,No,No,No,ATBGHQ2VYNIVZ,No,00:30:00,00:15:00,30 minutes,Not Guilty,Impossible that he is guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 1 million that he is guilty,Not Guilty,About 1 chance in 10 million that he is guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 10 million that he is guilty,5,1 chance in 10 million,1 chance in 10 million,1 chance in 10 million,32,Female,Graduated from a four year college or university,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,Yes,No,&nbsp;,Not knowledgeable,&nbsp;,None,NA,NA,70257,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence does not support this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(24,34]",Bachelor's degree,"$20,000 to $40,000"
7/20/17 18:49,7/20/17 19:30,100,2482,TRUE,7/20/17 19:30,R_DkkHI16warJi9Z7,9.933303833,78.11669922,anonymous,EN,Yes,Yes,No,No,No,No,No,A3DZGDF9HCTAOB,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty","About 9,999,999 chances in 10 million that he is guilty",About 1 chance in 10 million that he is guilty,Guilty,One chance in 2 that he is guilty,Certain to be guilty,Impossible that he is guilty,"
	I understood completely
	7
",Zero chances (It is impossible.),Zero chances (It is impossible.),Zero chances (It is impossible.),48,Female,Received a masters degree,"More than $120,000",High school courses,Extremely Confident,&nbsp;,Yes,No,No,Yes,&nbsp;,Somewhat knowledgeable,Moderate,None,NA,NA,38640,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(44,54]",Advanced degree,"Over $100,000"
7/20/17 20:22,7/20/17 20:36,100,819,TRUE,7/20/17 20:36,R_1oGZfTjgplA4nhu,40.64149475,-75.2276001,anonymous,EN,Yes,Yes,No,No,No,No,No,AAKL8L5X64LWD,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 100,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 1 chance in 10,000 that he is guilty",5,1 chance in 100,"1 chance in 1,000",1 chance in 100,27,Male,Some college courses,"$40-$60,000","High school courses,A college course in statistics,A college course in calculus",&nbsp;,NA,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,27620,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
7/20/17 21:04,7/20/17 21:22,100,1070,TRUE,7/20/17 21:22,R_w05J7dSaZcc4OBP,42.32910156,-83.48770142,anonymous,EN,Yes,Yes,No,No,No,Yes,No,A283GDIDDK6MKW,No,00:30:00,00:15:00,30 minutes,Not Guilty,One chance in 2 that he is guilty,Certain to be guilty,One chance in 2 that he is guilty,Not Guilty,One chance in 2 that he is guilty,Certain to be guilty,About 1 chance in 10 that he is guilty,6,"1 chance in 1,000",1 chance in 100,1 chance in 100,22,Female,Graduated from a four year college or university,"$80-$100,000",A college course in statistics,Moderately Confident,Moderately Confident,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Democrat,NA,NA,21467,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence supports this statement.,"(18,24]",Bachelor's degree,"$40,000 to $100,000"
7/20/17 22:23,7/20/17 22:35,100,722,TRUE,7/20/17 22:35,R_2y2vVt7e36oNxuj,41.69030762,-72.79070282,anonymous,EN,Yes,Yes,No,No,No,No,No,A1H162QMRV01SA,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,One chance in 2 that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,6,"1 chance in 1,000","1 chance in 10,000","1 chance in 1,000",27,Female,Graduated from community college,"$40-$60,000",A college course in statistics,Moderately Confident,&nbsp;,Yes,No,No,Yes,Somewhat knowledgeable,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,25432,"A: moderate, shoe",Shoe,Mod,The shoeprint evidence supports this statement.,the chances of two different shoes making prints that are consistent,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence does not support this statement.,The shoeprint evidence supports this statement.,1 in 100,The shoeprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
